# Mass Density (g/cm^3)  Energy (eV/atom)  Total_Atom  Fe  Ge  O  Si  Ta  Ti  Zr
3.099910  -7.597787  720  0  111  480  24  0  105  0
3.099910  -7.597787  720  0  111  480  24  0  105  0
3.099910  -7.597805  720  0  111  480  24  0  105  0
3.099910  -7.597805  720  0  111  480  24  0  105  0
3.099910  -7.597821  720  0  111  480  24  0  105  0
3.099910  -7.597821  720  0  111  480  24  0  105  0
3.099910  -7.597836  720  0  111  480  24  0  105  0
3.099910  -7.597837  720  0  111  480  24  0  105  0
3.099910  -7.597850  720  0  111  480  24  0  105  0
3.099910  -7.597850  720  0  111  480  24  0  105  0
3.099910  -7.597862  720  0  111  480  24  0  105  0
3.099910  -7.597862  720  0  111  480  24  0  105  0
3.099910  -7.597873  720  0  111  480  24  0  105  0
3.099910  -7.597874  720  0  111  480  24  0  105  0
3.099910  -7.597884  720  0  111  480  24  0  105  0
3.099910  -7.597884  720  0  111  480  24  0  105  0
3.099910  -7.597894  720  0  111  480  24  0  105  0
3.099910  -7.597894  720  0  111  480  24  0  105  0
3.099910  -7.597902  720  0  111  480  24  0  105  0
3.099910  -7.597902  720  0  111  480  24  0  105  0
3.099910  -7.597911  720  0  111  480  24  0  105  0
3.099910  -7.597911  720  0  111  480  24  0  105  0
3.099910  -7.597919  720  0  111  480  24  0  105  0
3.099910  -7.597919  720  0  111  480  24  0  105  0
3.099910  -7.597927  720  0  111  480  24  0  105  0
3.099910  -7.597927  720  0  111  480  24  0  105  0
3.099910  -7.597935  720  0  111  480  24  0  105  0
3.099910  -7.597935  720  0  111  480  24  0  105  0
3.099910  -7.597943  720  0  111  480  24  0  105  0
3.099910  -7.597943  720  0  111  480  24  0  105  0
3.099910  -7.597951  720  0  111  480  24  0  105  0
3.099910  -7.597951  720  0  111  480  24  0  105  0
3.099910  -7.597959  720  0  111  480  24  0  105  0
3.099910  -7.597960  720  0  111  480  24  0  105  0
3.099910  -7.597967  720  0  111  480  24  0  105  0
3.099910  -7.597968  720  0  111  480  24  0  105  0
3.099910  -7.597976  720  0  111  480  24  0  105  0
3.099910  -7.597977  720  0  111  480  24  0  105  0
3.099910  -7.597985  720  0  111  480  24  0  105  0
3.099910  -7.597986  720  0  111  480  24  0  105  0
3.099910  -7.597994  720  0  111  480  24  0  105  0
3.099910  -7.597996  720  0  111  480  24  0  105  0
3.099910  -7.598005  720  0  111  480  24  0  105  0
3.099910  -7.598007  720  0  111  480  24  0  105  0
3.099910  -7.598016  720  0  111  480  24  0  105  0
3.099910  -7.598018  720  0  111  480  24  0  105  0
3.099910  -7.598028  720  0  111  480  24  0  105  0
3.099910  -7.598031  720  0  111  480  24  0  105  0
3.099910  -7.598041  720  0  111  480  24  0  105  0
3.099910  -7.598045  720  0  111  480  24  0  105  0
3.099910  -7.598056  720  0  111  480  24  0  105  0
3.099910  -7.598059  720  0  111  480  24  0  105  0
3.099910  -7.598069  720  0  111  480  24  0  105  0
3.099910  -7.598076  720  0  111  480  24  0  105  0
3.099910  -7.598083  720  0  111  480  24  0  105  0
3.099910  -7.598087  720  0  111  480  24  0  105  0
3.099910  -7.598093  720  0  111  480  24  0  105  0
3.099910  -7.598099  720  0  111  480  24  0  105  0
3.099910  -7.598107  720  0  111  480  24  0  105  0
3.099910  -7.598116  720  0  111  480  24  0  105  0
3.099910  -7.598122  720  0  111  480  24  0  105  0
3.099910  -7.598131  720  0  111  480  24  0  105  0
3.099910  -7.598132  720  0  111  480  24  0  105  0
3.099910  -7.598138  720  0  111  480  24  0  105  0
3.099910  -7.598143  720  0  111  480  24  0  105  0
3.099910  -7.598143  720  0  111  480  24  0  105  0
3.099910  -7.598150  720  0  111  480  24  0  105  0
3.099910  -7.598158  720  0  111  480  24  0  105  0
3.099910  -7.598165  720  0  111  480  24  0  105  0
3.099910  -7.598172  720  0  111  480  24  0  105  0
3.099910  -7.598180  720  0  111  480  24  0  105  0
3.099910  -7.598188  720  0  111  480  24  0  105  0
3.099910  -7.598197  720  0  111  480  24  0  105  0
3.099910  -7.598200  720  0  111  480  24  0  105  0
3.099910  -7.598207  720  0  111  480  24  0  105  0
3.099910  -7.598211  720  0  111  480  24  0  105  0
3.099910  -7.598217  720  0  111  480  24  0  105  0
3.099910  -7.598220  720  0  111  480  24  0  105  0
3.099910  -7.598226  720  0  111  480  24  0  105  0
3.099910  -7.598228  720  0  111  480  24  0  105  0
3.099910  -7.598229  720  0  111  480  24  0  105  0
3.099910  -7.598235  720  0  111  480  24  0  105  0
3.099910  -7.598237  720  0  111  480  24  0  105  0
3.099910  -7.598243  720  0  111  480  24  0  105  0
3.099910  -7.598246  720  0  111  480  24  0  105  0
3.099910  -7.598251  720  0  111  480  24  0  105  0
3.099910  -7.598253  720  0  111  480  24  0  105  0
3.099910  -7.598257  720  0  111  480  24  0  105  0
3.099910  -7.598259  720  0  111  480  24  0  105  0
3.099910  -7.598257  720  0  111  480  24  0  105  0
3.099910  -7.598260  720  0  111  480  24  0  105  0
3.099910  -7.598264  720  0  111  480  24  0  105  0
3.099910  -7.598266  720  0  111  480  24  0  105  0
3.099910  -7.598269  720  0  111  480  24  0  105  0
3.099910  -7.598271  720  0  111  480  24  0  105  0
3.099910  -7.598274  720  0  111  480  24  0  105  0
3.099910  -7.598275  720  0  111  480  24  0  105  0
3.099910  -7.598278  720  0  111  480  24  0  105  0
3.099910  -7.598280  720  0  111  480  24  0  105  0
3.099910  -7.598280  720  0  111  480  24  0  105  0
3.099910  -7.598282  720  0  111  480  24  0  105  0
3.099910  -7.598283  720  0  111  480  24  0  105  0
3.099910  -7.598283  720  0  111  480  24  0  105  0
3.099910  -7.598286  720  0  111  480  24  0  105  0
3.099910  -7.598287  720  0  111  480  24  0  105  0
3.099910  -7.598287  720  0  111  480  24  0  105  0
3.099910  -7.598289  720  0  111  480  24  0  105  0
3.099910  -7.598290  720  0  111  480  24  0  105  0
3.099910  -7.598290  720  0  111  480  24  0  105  0
3.099910  -7.598292  720  0  111  480  24  0  105  0
3.099910  -7.598293  720  0  111  480  24  0  105  0
3.099910  -7.598295  720  0  111  480  24  0  105  0
3.099910  -7.598296  720  0  111  480  24  0  105  0
3.099910  -7.598297  720  0  111  480  24  0  105  0
3.099910  -7.598297  720  0  111  480  24  0  105  0
3.099910  -7.598299  720  0  111  480  24  0  105  0
2.911709  -7.589862  720  0  111  480  24  0  105  0
2.911709  -7.591493  720  0  111  480  24  0  105  0
2.911709  -7.591608  720  0  111  480  24  0  105  0
2.911709  -7.592473  720  0  111  480  24  0  105  0
2.911709  -7.592555  720  0  111  480  24  0  105  0
2.911709  -7.592902  720  0  111  480  24  0  105  0
2.911709  -7.592920  720  0  111  480  24  0  105  0
2.911709  -7.593106  720  0  111  480  24  0  105  0
2.911709  -7.593134  720  0  111  480  24  0  105  0
2.911709  -7.593287  720  0  111  480  24  0  105  0
2.911709  -7.593311  720  0  111  480  24  0  105  0
2.911709  -7.593438  720  0  111  480  24  0  105  0
2.911709  -7.593453  720  0  111  480  24  0  105  0
2.911709  -7.593547  720  0  111  480  24  0  105  0
2.911709  -7.593549  720  0  111  480  24  0  105  0
2.911709  -7.593624  720  0  111  480  24  0  105  0
2.911709  -7.593627  720  0  111  480  24  0  105  0
2.911709  -7.593690  720  0  111  480  24  0  105  0
2.911709  -7.593691  720  0  111  480  24  0  105  0
2.911709  -7.593749  720  0  111  480  24  0  105  0
2.911709  -7.593750  720  0  111  480  24  0  105  0
2.911709  -7.593800  720  0  111  480  24  0  105  0
2.911709  -7.593801  720  0  111  480  24  0  105  0
2.911709  -7.593841  720  0  111  480  24  0  105  0
2.911709  -7.593841  720  0  111  480  24  0  105  0
2.911709  -7.593876  720  0  111  480  24  0  105  0
2.911709  -7.593877  720  0  111  480  24  0  105  0
2.911709  -7.593908  720  0  111  480  24  0  105  0
2.911709  -7.593909  720  0  111  480  24  0  105  0
2.911709  -7.593938  720  0  111  480  24  0  105  0
2.911709  -7.593939  720  0  111  480  24  0  105  0
2.911709  -7.593965  720  0  111  480  24  0  105  0
2.911709  -7.593965  720  0  111  480  24  0  105  0
2.911709  -7.593990  720  0  111  480  24  0  105  0
2.911709  -7.593992  720  0  111  480  24  0  105  0
2.911709  -7.594015  720  0  111  480  24  0  105  0
2.911709  -7.594015  720  0  111  480  24  0  105  0
2.911709  -7.594038  720  0  111  480  24  0  105  0
2.911709  -7.594038  720  0  111  480  24  0  105  0
2.911709  -7.594060  720  0  111  480  24  0  105  0
2.911709  -7.594062  720  0  111  480  24  0  105  0
2.911709  -7.594082  720  0  111  480  24  0  105  0
2.911709  -7.594083  720  0  111  480  24  0  105  0
2.911709  -7.594104  720  0  111  480  24  0  105  0
2.911709  -7.594105  720  0  111  480  24  0  105  0
2.911709  -7.594125  720  0  111  480  24  0  105  0
2.911709  -7.594127  720  0  111  480  24  0  105  0
2.911709  -7.594146  720  0  111  480  24  0  105  0
2.911709  -7.594147  720  0  111  480  24  0  105  0
2.911709  -7.594164  720  0  111  480  24  0  105  0
2.911709  -7.594165  720  0  111  480  24  0  105  0
2.911709  -7.594180  720  0  111  480  24  0  105  0
2.911709  -7.594180  720  0  111  480  24  0  105  0
2.911709  -7.594195  720  0  111  480  24  0  105  0
2.911709  -7.594195  720  0  111  480  24  0  105  0
2.911709  -7.594209  720  0  111  480  24  0  105  0
2.911709  -7.594209  720  0  111  480  24  0  105  0
2.911709  -7.594220  720  0  111  480  24  0  105  0
2.911709  -7.594220  720  0  111  480  24  0  105  0
2.911709  -7.594230  720  0  111  480  24  0  105  0
2.911709  -7.594230  720  0  111  480  24  0  105  0
2.911709  -7.594240  720  0  111  480  24  0  105  0
2.911709  -7.594240  720  0  111  480  24  0  105  0
2.911709  -7.594249  720  0  111  480  24  0  105  0
2.911709  -7.594249  720  0  111  480  24  0  105  0
2.911709  -7.594258  720  0  111  480  24  0  105  0
2.911709  -7.594258  720  0  111  480  24  0  105  0
2.911709  -7.594266  720  0  111  480  24  0  105  0
2.911709  -7.594266  720  0  111  480  24  0  105  0
2.911709  -7.594273  720  0  111  480  24  0  105  0
2.911709  -7.594273  720  0  111  480  24  0  105  0
2.911709  -7.594280  720  0  111  480  24  0  105  0
2.911709  -7.594280  720  0  111  480  24  0  105  0
2.911709  -7.594286  720  0  111  480  24  0  105  0
2.911709  -7.594286  720  0  111  480  24  0  105  0
2.911709  -7.594291  720  0  111  480  24  0  105  0
2.911709  -7.594291  720  0  111  480  24  0  105  0
2.911709  -7.594295  720  0  111  480  24  0  105  0
2.911709  -7.594295  720  0  111  480  24  0  105  0
2.911709  -7.594299  720  0  111  480  24  0  105  0
2.911709  -7.594299  720  0  111  480  24  0  105  0
2.911709  -7.594303  720  0  111  480  24  0  105  0
2.911709  -7.594303  720  0  111  480  24  0  105  0
2.911709  -7.594306  720  0  111  480  24  0  105  0
2.911709  -7.594306  720  0  111  480  24  0  105  0
2.911709  -7.594309  720  0  111  480  24  0  105  0
2.911709  -7.594309  720  0  111  480  24  0  105  0
2.911709  -7.594311  720  0  111  480  24  0  105  0
2.911709  -7.594311  720  0  111  480  24  0  105  0
2.911709  -7.594314  720  0  111  480  24  0  105  0
2.911709  -7.594314  720  0  111  480  24  0  105  0
2.911709  -7.594316  720  0  111  480  24  0  105  0
2.911709  -7.594317  720  0  111  480  24  0  105  0
2.911709  -7.594319  720  0  111  480  24  0  105  0
2.911709  -7.594319  720  0  111  480  24  0  105  0
2.911709  -7.594321  720  0  111  480  24  0  105  0
2.911709  -7.594321  720  0  111  480  24  0  105  0
2.911709  -7.594322  720  0  111  480  24  0  105  0
2.911709  -7.594322  720  0  111  480  24  0  105  0
2.911709  -7.594324  720  0  111  480  24  0  105  0
2.911709  -7.594324  720  0  111  480  24  0  105  0
2.911709  -7.594326  720  0  111  480  24  0  105  0
2.911709  -7.594326  720  0  111  480  24  0  105  0
2.911709  -7.594327  720  0  111  480  24  0  105  0
2.911709  -7.594327  720  0  111  480  24  0  105  0
2.911709  -7.594328  720  0  111  480  24  0  105  0
2.911709  -7.594328  720  0  111  480  24  0  105  0
2.911709  -7.594330  720  0  111  480  24  0  105  0
3.390770  -7.494074  720  0  111  480  24  0  105  0
3.390770  -7.529198  720  0  111  480  24  0  105  0
3.390770  -7.529286  720  0  111  480  24  0  105  0
3.390770  -7.547943  720  0  111  480  24  0  105  0
3.390770  -7.548393  720  0  111  480  24  0  105  0
3.390770  -7.555377  720  0  111  480  24  0  105  0
3.390770  -7.555601  720  0  111  480  24  0  105  0
3.390770  -7.559156  720  0  111  480  24  0  105  0
3.390770  -7.559820  720  0  111  480  24  0  105  0
3.390770  -7.562655  720  0  111  480  24  0  105  0
3.390770  -7.563161  720  0  111  480  24  0  105  0
3.390770  -7.565568  720  0  111  480  24  0  105  0
3.390770  -7.565966  720  0  111  480  24  0  105  0
3.390770  -7.567867  720  0  111  480  24  0  105  0
3.390770  -7.567945  720  0  111  480  24  0  105  0
3.390770  -7.569292  720  0  111  480  24  0  105  0
3.390770  -7.569374  720  0  111  480  24  0  105  0
3.390770  -7.570535  720  0  111  480  24  0  105  0
3.390770  -7.570582  720  0  111  480  24  0  105  0
3.390770  -7.571590  720  0  111  480  24  0  105  0
3.390770  -7.571622  720  0  111  480  24  0  105  0
3.390770  -7.572490  720  0  111  480  24  0  105  0
3.390770  -7.572503  720  0  111  480  24  0  105  0
3.390770  -7.573208  720  0  111  480  24  0  105  0
3.390770  -7.573215  720  0  111  480  24  0  105  0
3.390770  -7.573796  720  0  111  480  24  0  105  0
3.390770  -7.573802  720  0  111  480  24  0  105  0
3.390770  -7.574298  720  0  111  480  24  0  105  0
3.390770  -7.574303  720  0  111  480  24  0  105  0
3.390770  -7.574742  720  0  111  480  24  0  105  0
3.390770  -7.574743  720  0  111  480  24  0  105  0
3.390770  -7.575112  720  0  111  480  24  0  105  0
3.390770  -7.575113  720  0  111  480  24  0  105  0
3.390770  -7.575460  720  0  111  480  24  0  105  0
3.390770  -7.575463  720  0  111  480  24  0  105  0
3.390770  -7.575769  720  0  111  480  24  0  105  0
3.390770  -7.575770  720  0  111  480  24  0  105  0
3.390770  -7.576033  720  0  111  480  24  0  105  0
3.390770  -7.576033  720  0  111  480  24  0  105  0
3.390770  -7.576263  720  0  111  480  24  0  105  0
3.390770  -7.576264  720  0  111  480  24  0  105  0
3.390770  -7.576470  720  0  111  480  24  0  105  0
3.390770  -7.576470  720  0  111  480  24  0  105  0
3.390770  -7.576673  720  0  111  480  24  0  105  0
3.390770  -7.576674  720  0  111  480  24  0  105  0
3.390770  -7.576866  720  0  111  480  24  0  105  0
3.390770  -7.576869  720  0  111  480  24  0  105  0
3.390770  -7.577045  720  0  111  480  24  0  105  0
3.390770  -7.577047  720  0  111  480  24  0  105  0
3.390770  -7.577222  720  0  111  480  24  0  105  0
3.390770  -7.577233  720  0  111  480  24  0  105  0
3.390770  -7.577393  720  0  111  480  24  0  105  0
3.390770  -7.577400  720  0  111  480  24  0  105  0
3.390770  -7.577556  720  0  111  480  24  0  105  0
3.390770  -7.577568  720  0  111  480  24  0  105  0
3.390770  -7.577723  720  0  111  480  24  0  105  0
3.390770  -7.577741  720  0  111  480  24  0  105  0
3.390770  -7.577888  720  0  111  480  24  0  105  0
3.390770  -7.577894  720  0  111  480  24  0  105  0
3.390770  -7.578032  720  0  111  480  24  0  105  0
3.390770  -7.578037  720  0  111  480  24  0  105  0
3.390770  -7.578174  720  0  111  480  24  0  105  0
3.390770  -7.578180  720  0  111  480  24  0  105  0
3.390770  -7.578318  720  0  111  480  24  0  105  0
3.390770  -7.578327  720  0  111  480  24  0  105  0
3.390770  -7.578462  720  0  111  480  24  0  105  0
3.390770  -7.578477  720  0  111  480  24  0  105  0
3.390770  -7.578614  720  0  111  480  24  0  105  0
3.390770  -7.578624  720  0  111  480  24  0  105  0
3.390770  -7.578758  720  0  111  480  24  0  105  0
3.390770  -7.578773  720  0  111  480  24  0  105  0
3.390770  -7.578917  720  0  111  480  24  0  105  0
3.390770  -7.578939  720  0  111  480  24  0  105  0
3.390770  -7.579087  720  0  111  480  24  0  105  0
3.390770  -7.579114  720  0  111  480  24  0  105  0
3.390770  -7.579275  720  0  111  480  24  0  105  0
3.390770  -7.579295  720  0  111  480  24  0  105  0
3.390770  -7.579453  720  0  111  480  24  0  105  0
3.390770  -7.579470  720  0  111  480  24  0  105  0
3.390770  -7.579608  720  0  111  480  24  0  105  0
3.390770  -7.579617  720  0  111  480  24  0  105  0
3.390770  -7.579756  720  0  111  480  24  0  105  0
3.390770  -7.579766  720  0  111  480  24  0  105  0
3.390770  -7.579909  720  0  111  480  24  0  105  0
3.390770  -7.579921  720  0  111  480  24  0  105  0
3.390770  -7.580060  720  0  111  480  24  0  105  0
3.390770  -7.580073  720  0  111  480  24  0  105  0
3.390770  -7.580212  720  0  111  480  24  0  105  0
3.390770  -7.580223  720  0  111  480  24  0  105  0
3.390770  -7.580359  720  0  111  480  24  0  105  0
3.390770  -7.580379  720  0  111  480  24  0  105  0
3.390770  -7.580517  720  0  111  480  24  0  105  0
3.390770  -7.580528  720  0  111  480  24  0  105  0
3.390770  -7.580667  720  0  111  480  24  0  105  0
3.390770  -7.580675  720  0  111  480  24  0  105  0
3.390770  -7.580814  720  0  111  480  24  0  105  0
3.390770  -7.580818  720  0  111  480  24  0  105  0
3.390770  -7.580952  720  0  111  480  24  0  105  0
3.390770  -7.580954  720  0  111  480  24  0  105  0
3.390770  -7.581080  720  0  111  480  24  0  105  0
3.390770  -7.581082  720  0  111  480  24  0  105  0
3.390770  -7.581207  720  0  111  480  24  0  105  0
3.390770  -7.581208  720  0  111  480  24  0  105  0
3.390770  -7.581316  720  0  111  480  24  0  105  0
3.390770  -7.581316  720  0  111  480  24  0  105  0
3.390770  -7.581427  720  0  111  480  24  0  105  0
3.390770  -7.581429  720  0  111  480  24  0  105  0
3.390770  -7.581538  720  0  111  480  24  0  105  0
3.390770  -7.581545  720  0  111  480  24  0  105  0
3.390770  -7.581654  720  0  111  480  24  0  105  0
3.390770  -7.581660  720  0  111  480  24  0  105  0
3.390770  -7.581760  720  0  111  480  24  0  105  0
3.390770  -7.581765  720  0  111  480  24  0  105  0
3.390770  -7.581858  720  0  111  480  24  0  105  0
3.390770  -7.581864  720  0  111  480  24  0  105  0
3.390770  -7.581955  720  0  111  480  24  0  105  0
3.390770  -7.581968  720  0  111  480  24  0  105  0
3.390770  -7.582063  720  0  111  480  24  0  105  0
3.390770  -7.582070  720  0  111  480  24  0  105  0
3.390770  -7.582161  720  0  111  480  24  0  105  0
3.390770  -7.582164  720  0  111  480  24  0  105  0
3.390770  -7.582249  720  0  111  480  24  0  105  0
3.390770  -7.582251  720  0  111  480  24  0  105  0
3.390770  -7.582340  720  0  111  480  24  0  105  0
3.390770  -7.582345  720  0  111  480  24  0  105  0
3.390770  -7.582431  720  0  111  480  24  0  105  0
3.390770  -7.582434  720  0  111  480  24  0  105  0
3.390770  -7.582512  720  0  111  480  24  0  105  0
3.390770  -7.582513  720  0  111  480  24  0  105  0
3.390770  -7.582587  720  0  111  480  24  0  105  0
3.390770  -7.582587  720  0  111  480  24  0  105  0
3.390770  -7.582658  720  0  111  480  24  0  105  0
3.390770  -7.582659  720  0  111  480  24  0  105  0
3.390770  -7.582728  720  0  111  480  24  0  105  0
3.390770  -7.582729  720  0  111  480  24  0  105  0
3.390770  -7.582790  720  0  111  480  24  0  105  0
3.390770  -7.582790  720  0  111  480  24  0  105  0
3.390770  -7.582848  720  0  111  480  24  0  105  0
3.390770  -7.582850  720  0  111  480  24  0  105  0
3.390770  -7.582906  720  0  111  480  24  0  105  0
3.390770  -7.582909  720  0  111  480  24  0  105  0
3.390770  -7.582963  720  0  111  480  24  0  105  0
3.390770  -7.582965  720  0  111  480  24  0  105  0
3.390770  -7.583016  720  0  111  480  24  0  105  0
3.390770  -7.583017  720  0  111  480  24  0  105  0
3.390770  -7.583066  720  0  111  480  24  0  105  0
3.390770  -7.583067  720  0  111  480  24  0  105  0
3.390770  -7.583114  720  0  111  480  24  0  105  0
3.390770  -7.583115  720  0  111  480  24  0  105  0
3.390770  -7.583161  720  0  111  480  24  0  105  0
3.390770  -7.583163  720  0  111  480  24  0  105  0
3.390770  -7.583209  720  0  111  480  24  0  105  0
3.390770  -7.583211  720  0  111  480  24  0  105  0
3.390770  -7.583252  720  0  111  480  24  0  105  0
3.390770  -7.583253  720  0  111  480  24  0  105  0
3.390770  -7.583292  720  0  111  480  24  0  105  0
3.390770  -7.583293  720  0  111  480  24  0  105  0
3.390770  -7.583333  720  0  111  480  24  0  105  0
3.390770  -7.583334  720  0  111  480  24  0  105  0
3.390770  -7.583370  720  0  111  480  24  0  105  0
3.390770  -7.583371  720  0  111  480  24  0  105  0
3.390770  -7.583406  720  0  111  480  24  0  105  0
3.390770  -7.583408  720  0  111  480  24  0  105  0
3.390770  -7.583441  720  0  111  480  24  0  105  0
3.390770  -7.583442  720  0  111  480  24  0  105  0
3.390770  -7.583472  720  0  111  480  24  0  105  0
3.390770  -7.583473  720  0  111  480  24  0  105  0
3.390770  -7.583502  720  0  111  480  24  0  105  0
3.390770  -7.583503  720  0  111  480  24  0  105  0
3.390770  -7.583530  720  0  111  480  24  0  105  0
3.390770  -7.583530  720  0  111  480  24  0  105  0
3.390770  -7.583554  720  0  111  480  24  0  105  0
3.390770  -7.583554  720  0  111  480  24  0  105  0
3.390770  -7.583578  720  0  111  480  24  0  105  0
3.390770  -7.583579  720  0  111  480  24  0  105  0
3.390770  -7.583601  720  0  111  480  24  0  105  0
3.390770  -7.583602  720  0  111  480  24  0  105  0
3.390770  -7.583624  720  0  111  480  24  0  105  0
3.390770  -7.583624  720  0  111  480  24  0  105  0
3.390770  -7.583644  720  0  111  480  24  0  105  0
3.390770  -7.583644  720  0  111  480  24  0  105  0
3.390770  -7.583663  720  0  111  480  24  0  105  0
3.390770  -7.583663  720  0  111  480  24  0  105  0
3.390770  -7.583681  720  0  111  480  24  0  105  0
3.390770  -7.583682  720  0  111  480  24  0  105  0
3.390770  -7.583700  720  0  111  480  24  0  105  0
3.390770  -7.583700  720  0  111  480  24  0  105  0
3.390770  -7.583718  720  0  111  480  24  0  105  0
3.390770  -7.583718  720  0  111  480  24  0  105  0
3.390770  -7.583734  720  0  111  480  24  0  105  0
3.390770  -7.583735  720  0  111  480  24  0  105  0
3.390770  -7.583751  720  0  111  480  24  0  105  0
3.390770  -7.583752  720  0  111  480  24  0  105  0
3.390770  -7.583768  720  0  111  480  24  0  105  0
3.390770  -7.583769  720  0  111  480  24  0  105  0
3.390770  -7.583785  720  0  111  480  24  0  105  0
3.390770  -7.583786  720  0  111  480  24  0  105  0
3.390770  -7.583800  720  0  111  480  24  0  105  0
3.390770  -7.583800  720  0  111  480  24  0  105  0
3.390770  -7.583816  720  0  111  480  24  0  105  0
3.390770  -7.583816  720  0  111  480  24  0  105  0
3.390770  -7.583831  720  0  111  480  24  0  105  0
3.390770  -7.583834  720  0  111  480  24  0  105  0
3.390770  -7.583849  720  0  111  480  24  0  105  0
3.390770  -7.583851  720  0  111  480  24  0  105  0
3.390770  -7.583866  720  0  111  480  24  0  105  0
3.390770  -7.583868  720  0  111  480  24  0  105  0
3.390770  -7.583884  720  0  111  480  24  0  105  0
3.390770  -7.583885  720  0  111  480  24  0  105  0
3.390770  -7.583901  720  0  111  480  24  0  105  0
3.390770  -7.583902  720  0  111  480  24  0  105  0
3.390770  -7.583918  720  0  111  480  24  0  105  0
3.390770  -7.583919  720  0  111  480  24  0  105  0
3.390770  -7.583934  720  0  111  480  24  0  105  0
3.390770  -7.583936  720  0  111  480  24  0  105  0
3.390770  -7.583951  720  0  111  480  24  0  105  0
3.390770  -7.583953  720  0  111  480  24  0  105  0
3.390770  -7.583967  720  0  111  480  24  0  105  0
3.390770  -7.583971  720  0  111  480  24  0  105  0
3.390770  -7.583984  720  0  111  480  24  0  105  0
3.390770  -7.583985  720  0  111  480  24  0  105  0
3.390770  -7.583998  720  0  111  480  24  0  105  0
3.390770  -7.584000  720  0  111  480  24  0  105  0
3.390770  -7.584014  720  0  111  480  24  0  105  0
3.390770  -7.584015  720  0  111  480  24  0  105  0
3.390770  -7.584029  720  0  111  480  24  0  105  0
3.390770  -7.584031  720  0  111  480  24  0  105  0
3.390770  -7.584044  720  0  111  480  24  0  105  0
3.390770  -7.584045  720  0  111  480  24  0  105  0
3.390770  -7.584059  720  0  111  480  24  0  105  0
3.390770  -7.584061  720  0  111  480  24  0  105  0
3.390770  -7.584075  720  0  111  480  24  0  105  0
3.390770  -7.584076  720  0  111  480  24  0  105  0
3.390770  -7.584090  720  0  111  480  24  0  105  0
3.390770  -7.584091  720  0  111  480  24  0  105  0
3.390770  -7.584105  720  0  111  480  24  0  105  0
3.390770  -7.584107  720  0  111  480  24  0  105  0
3.390770  -7.584121  720  0  111  480  24  0  105  0
3.390770  -7.584122  720  0  111  480  24  0  105  0
3.390770  -7.584137  720  0  111  480  24  0  105  0
3.390770  -7.584138  720  0  111  480  24  0  105  0
3.390770  -7.584152  720  0  111  480  24  0  105  0
3.390770  -7.584152  720  0  111  480  24  0  105  0
3.390770  -7.584164  720  0  111  480  24  0  105  0
3.390770  -7.584165  720  0  111  480  24  0  105  0
3.390770  -7.584177  720  0  111  480  24  0  105  0
3.390770  -7.584178  720  0  111  480  24  0  105  0
3.390770  -7.584189  720  0  111  480  24  0  105  0
3.390770  -7.584190  720  0  111  480  24  0  105  0
3.390770  -7.584200  720  0  111  480  24  0  105  0
3.390770  -7.584200  720  0  111  480  24  0  105  0
3.390770  -7.584210  720  0  111  480  24  0  105  0
3.390770  -7.584210  720  0  111  480  24  0  105  0
3.390770  -7.584220  720  0  111  480  24  0  105  0
3.390770  -7.584220  720  0  111  480  24  0  105  0
3.390770  -7.584229  720  0  111  480  24  0  105  0
3.390770  -7.584229  720  0  111  480  24  0  105  0
3.390770  -7.584239  720  0  111  480  24  0  105  0
3.390770  -7.584239  720  0  111  480  24  0  105  0
3.390770  -7.584248  720  0  111  480  24  0  105  0
3.390770  -7.584248  720  0  111  480  24  0  105  0
3.390770  -7.584257  720  0  111  480  24  0  105  0
3.390770  -7.584257  720  0  111  480  24  0  105  0
3.390770  -7.584265  720  0  111  480  24  0  105  0
3.390770  -7.584265  720  0  111  480  24  0  105  0
3.390770  -7.584272  720  0  111  480  24  0  105  0
3.390770  -7.584272  720  0  111  480  24  0  105  0
3.390770  -7.584279  720  0  111  480  24  0  105  0
3.390770  -7.584279  720  0  111  480  24  0  105  0
3.390770  -7.584285  720  0  111  480  24  0  105  0
3.390770  -7.584285  720  0  111  480  24  0  105  0
3.390770  -7.584292  720  0  111  480  24  0  105  0
3.390770  -7.584292  720  0  111  480  24  0  105  0
3.390770  -7.584298  720  0  111  480  24  0  105  0
3.390770  -7.584298  720  0  111  480  24  0  105  0
3.390770  -7.584303  720  0  111  480  24  0  105  0
3.390770  -7.584303  720  0  111  480  24  0  105  0
3.390770  -7.584309  720  0  111  480  24  0  105  0
3.390770  -7.584309  720  0  111  480  24  0  105  0
3.390770  -7.584315  720  0  111  480  24  0  105  0
3.390770  -7.584315  720  0  111  480  24  0  105  0
3.390770  -7.584320  720  0  111  480  24  0  105  0
3.390770  -7.584320  720  0  111  480  24  0  105  0
3.390770  -7.584325  720  0  111  480  24  0  105  0
3.390770  -7.584326  720  0  111  480  24  0  105  0
3.390770  -7.584330  720  0  111  480  24  0  105  0
3.390770  -7.584330  720  0  111  480  24  0  105  0
3.390770  -7.584334  720  0  111  480  24  0  105  0
3.390770  -7.584335  720  0  111  480  24  0  105  0
3.390770  -7.584338  720  0  111  480  24  0  105  0
3.390770  -7.584339  720  0  111  480  24  0  105  0
3.390770  -7.584342  720  0  111  480  24  0  105  0
