# Mass Density (g/cm^3)  Energy (eV/atom)  Total_Atom  Fe  Ge  O  Si  Ta  Ti  Zr
3.616757  -7.425412  720  0  135  480  0  0  105  0
3.616757  -7.425546  720  0  135  480  0  0  105  0
3.616757  -7.425546  720  0  135  480  0  0  105  0
3.616757  -7.425673  720  0  135  480  0  0  105  0
3.616757  -7.425673  720  0  135  480  0  0  105  0
3.616757  -7.425793  720  0  135  480  0  0  105  0
3.616757  -7.425794  720  0  135  480  0  0  105  0
3.616757  -7.425908  720  0  135  480  0  0  105  0
3.616757  -7.425908  720  0  135  480  0  0  105  0
3.616757  -7.426018  720  0  135  480  0  0  105  0
3.616757  -7.426018  720  0  135  480  0  0  105  0
3.616757  -7.426125  720  0  135  480  0  0  105  0
3.616757  -7.426126  720  0  135  480  0  0  105  0
3.616757  -7.426227  720  0  135  480  0  0  105  0
3.616757  -7.426227  720  0  135  480  0  0  105  0
3.616757  -7.426320  720  0  135  480  0  0  105  0
3.616757  -7.426320  720  0  135  480  0  0  105  0
3.616757  -7.426412  720  0  135  480  0  0  105  0
3.616757  -7.426413  720  0  135  480  0  0  105  0
3.616757  -7.426507  720  0  135  480  0  0  105  0
3.616757  -7.426511  720  0  135  480  0  0  105  0
3.616757  -7.426603  720  0  135  480  0  0  105  0
3.616757  -7.426607  720  0  135  480  0  0  105  0
3.616757  -7.426701  720  0  135  480  0  0  105  0
3.616757  -7.426704  720  0  135  480  0  0  105  0
3.616757  -7.426797  720  0  135  480  0  0  105  0
3.616757  -7.426800  720  0  135  480  0  0  105  0
3.616757  -7.426891  720  0  135  480  0  0  105  0
3.616757  -7.426893  720  0  135  480  0  0  105  0
3.616757  -7.426977  720  0  135  480  0  0  105  0
3.616757  -7.426978  720  0  135  480  0  0  105  0
3.616757  -7.427058  720  0  135  480  0  0  105  0
3.616757  -7.427059  720  0  135  480  0  0  105  0
3.616757  -7.427143  720  0  135  480  0  0  105  0
3.616757  -7.427148  720  0  135  480  0  0  105  0
3.616757  -7.427230  720  0  135  480  0  0  105  0
3.616757  -7.427231  720  0  135  480  0  0  105  0
3.616757  -7.427315  720  0  135  480  0  0  105  0
3.616757  -7.427319  720  0  135  480  0  0  105  0
3.616757  -7.427401  720  0  135  480  0  0  105  0
3.616757  -7.427404  720  0  135  480  0  0  105  0
3.616757  -7.427487  720  0  135  480  0  0  105  0
3.616757  -7.427490  720  0  135  480  0  0  105  0
3.616757  -7.427578  720  0  135  480  0  0  105  0
3.616757  -7.427583  720  0  135  480  0  0  105  0
3.616757  -7.427668  720  0  135  480  0  0  105  0
3.616757  -7.427670  720  0  135  480  0  0  105  0
3.616757  -7.427751  720  0  135  480  0  0  105  0
3.616757  -7.427753  720  0  135  480  0  0  105  0
3.616757  -7.427832  720  0  135  480  0  0  105  0
3.616757  -7.427834  720  0  135  480  0  0  105  0
3.616757  -7.427905  720  0  135  480  0  0  105  0
3.616757  -7.427905  720  0  135  480  0  0  105  0
3.616757  -7.427972  720  0  135  480  0  0  105  0
3.616757  -7.427972  720  0  135  480  0  0  105  0
3.616757  -7.428037  720  0  135  480  0  0  105  0
3.616757  -7.428037  720  0  135  480  0  0  105  0
3.616757  -7.428100  720  0  135  480  0  0  105  0
3.616757  -7.428101  720  0  135  480  0  0  105  0
3.616757  -7.428158  720  0  135  480  0  0  105  0
3.616757  -7.428159  720  0  135  480  0  0  105  0
3.616757  -7.428213  720  0  135  480  0  0  105  0
3.616757  -7.428213  720  0  135  480  0  0  105  0
3.616757  -7.428263  720  0  135  480  0  0  105  0
3.616757  -7.428264  720  0  135  480  0  0  105  0
3.616757  -7.428311  720  0  135  480  0  0  105  0
3.616757  -7.428311  720  0  135  480  0  0  105  0
3.616757  -7.428353  720  0  135  480  0  0  105  0
3.616757  -7.428354  720  0  135  480  0  0  105  0
3.616757  -7.428394  720  0  135  480  0  0  105  0
3.616757  -7.428395  720  0  135  480  0  0  105  0
3.616757  -7.428433  720  0  135  480  0  0  105  0
3.616757  -7.428434  720  0  135  480  0  0  105  0
3.616757  -7.428469  720  0  135  480  0  0  105  0
3.616757  -7.428470  720  0  135  480  0  0  105  0
3.616757  -7.428503  720  0  135  480  0  0  105  0
3.616757  -7.428503  720  0  135  480  0  0  105  0
3.616757  -7.428534  720  0  135  480  0  0  105  0
3.616757  -7.428535  720  0  135  480  0  0  105  0
3.616757  -7.428563  720  0  135  480  0  0  105  0
3.616757  -7.428563  720  0  135  480  0  0  105  0
3.616757  -7.428591  720  0  135  480  0  0  105  0
3.616757  -7.428592  720  0  135  480  0  0  105  0
3.616757  -7.428617  720  0  135  480  0  0  105  0
3.616757  -7.428618  720  0  135  480  0  0  105  0
3.616757  -7.428641  720  0  135  480  0  0  105  0
3.616757  -7.428643  720  0  135  480  0  0  105  0
3.616757  -7.428664  720  0  135  480  0  0  105  0
3.616757  -7.428666  720  0  135  480  0  0  105  0
3.616757  -7.428687  720  0  135  480  0  0  105  0
3.616757  -7.428692  720  0  135  480  0  0  105  0
3.616757  -7.428712  720  0  135  480  0  0  105  0
3.616757  -7.428715  720  0  135  480  0  0  105  0
3.616757  -7.428734  720  0  135  480  0  0  105  0
3.616757  -7.428737  720  0  135  480  0  0  105  0
3.616757  -7.428756  720  0  135  480  0  0  105  0
3.616757  -7.428760  720  0  135  480  0  0  105  0
3.616757  -7.428779  720  0  135  480  0  0  105  0
3.616757  -7.428785  720  0  135  480  0  0  105  0
3.616757  -7.428804  720  0  135  480  0  0  105  0
3.616757  -7.428809  720  0  135  480  0  0  105  0
3.616757  -7.428831  720  0  135  480  0  0  105  0
3.616757  -7.428835  720  0  135  480  0  0  105  0
3.616757  -7.428856  720  0  135  480  0  0  105  0
3.616757  -7.428861  720  0  135  480  0  0  105  0
3.616757  -7.428883  720  0  135  480  0  0  105  0
3.616757  -7.428888  720  0  135  480  0  0  105  0
3.616757  -7.428910  720  0  135  480  0  0  105  0
3.616757  -7.428914  720  0  135  480  0  0  105  0
3.616757  -7.428936  720  0  135  480  0  0  105  0
3.616757  -7.428939  720  0  135  480  0  0  105  0
3.616757  -7.428963  720  0  135  480  0  0  105  0
3.616757  -7.428968  720  0  135  480  0  0  105  0
3.616757  -7.428991  720  0  135  480  0  0  105  0
3.616757  -7.428994  720  0  135  480  0  0  105  0
3.616757  -7.429017  720  0  135  480  0  0  105  0
3.616757  -7.429020  720  0  135  480  0  0  105  0
3.616757  -7.429043  720  0  135  480  0  0  105  0
3.616757  -7.429046  720  0  135  480  0  0  105  0
3.616757  -7.429069  720  0  135  480  0  0  105  0
3.616757  -7.429071  720  0  135  480  0  0  105  0
3.616757  -7.429092  720  0  135  480  0  0  105  0
3.616757  -7.429093  720  0  135  480  0  0  105  0
3.616757  -7.429113  720  0  135  480  0  0  105  0
3.616757  -7.429114  720  0  135  480  0  0  105  0
3.616757  -7.429133  720  0  135  480  0  0  105  0
3.616757  -7.429133  720  0  135  480  0  0  105  0
3.616757  -7.429151  720  0  135  480  0  0  105  0
3.616757  -7.429152  720  0  135  480  0  0  105  0
3.616757  -7.429169  720  0  135  480  0  0  105  0
3.616757  -7.429169  720  0  135  480  0  0  105  0
3.616757  -7.429186  720  0  135  480  0  0  105  0
3.616757  -7.429187  720  0  135  480  0  0  105  0
3.616757  -7.429202  720  0  135  480  0  0  105  0
3.616757  -7.429203  720  0  135  480  0  0  105  0
3.616757  -7.429217  720  0  135  480  0  0  105  0
3.616757  -7.429217  720  0  135  480  0  0  105  0
3.616757  -7.429231  720  0  135  480  0  0  105  0
3.616757  -7.429232  720  0  135  480  0  0  105  0
3.616757  -7.429245  720  0  135  480  0  0  105  0
3.616757  -7.429245  720  0  135  480  0  0  105  0
3.616757  -7.429257  720  0  135  480  0  0  105  0
3.616757  -7.429258  720  0  135  480  0  0  105  0
3.616757  -7.429270  720  0  135  480  0  0  105  0
3.616757  -7.429270  720  0  135  480  0  0  105  0
3.616757  -7.429282  720  0  135  480  0  0  105  0
3.616757  -7.429282  720  0  135  480  0  0  105  0
3.616757  -7.429293  720  0  135  480  0  0  105  0
3.616757  -7.429294  720  0  135  480  0  0  105  0
3.616757  -7.429305  720  0  135  480  0  0  105  0
3.616757  -7.429306  720  0  135  480  0  0  105  0
3.616757  -7.429319  720  0  135  480  0  0  105  0
3.616757  -7.429321  720  0  135  480  0  0  105  0
3.616757  -7.429332  720  0  135  480  0  0  105  0
3.616757  -7.429337  720  0  135  480  0  0  105  0
3.616757  -7.429348  720  0  135  480  0  0  105  0
3.616757  -7.429352  720  0  135  480  0  0  105  0
3.616757  -7.429364  720  0  135  480  0  0  105  0
3.616757  -7.429373  720  0  135  480  0  0  105  0
3.616757  -7.429379  720  0  135  480  0  0  105  0
3.616757  -7.429392  720  0  135  480  0  0  105  0
3.616757  -7.429389  720  0  135  480  0  0  105  0
3.616757  -7.429396  720  0  135  480  0  0  105  0
3.616757  -7.429404  720  0  135  480  0  0  105  0
3.616757  -7.429414  720  0  135  480  0  0  105  0
3.616757  -7.429425  720  0  135  480  0  0  105  0
3.616757  -7.429439  720  0  135  480  0  0  105  0
3.616757  -7.429450  720  0  135  480  0  0  105  0
3.616757  -7.429466  720  0  135  480  0  0  105  0
3.616757  -7.429481  720  0  135  480  0  0  105  0
3.616757  -7.429489  720  0  135  480  0  0  105  0
3.616757  -7.429503  720  0  135  480  0  0  105  0
3.616757  -7.429508  720  0  135  480  0  0  105  0
3.616757  -7.429523  720  0  135  480  0  0  105  0
3.616757  -7.429528  720  0  135  480  0  0  105  0
3.616757  -7.429544  720  0  135  480  0  0  105  0
3.616757  -7.429547  720  0  135  480  0  0  105  0
3.616757  -7.429562  720  0  135  480  0  0  105  0
3.616757  -7.429564  720  0  135  480  0  0  105  0
3.616757  -7.429579  720  0  135  480  0  0  105  0
3.616757  -7.429580  720  0  135  480  0  0  105  0
3.616757  -7.429595  720  0  135  480  0  0  105  0
3.616757  -7.429598  720  0  135  480  0  0  105  0
3.616757  -7.429613  720  0  135  480  0  0  105  0
3.616757  -7.429614  720  0  135  480  0  0  105  0
3.616757  -7.429629  720  0  135  480  0  0  105  0
3.616757  -7.429630  720  0  135  480  0  0  105  0
3.616757  -7.429646  720  0  135  480  0  0  105  0
3.616757  -7.429647  720  0  135  480  0  0  105  0
3.616757  -7.429662  720  0  135  480  0  0  105  0
3.616757  -7.429663  720  0  135  480  0  0  105  0
3.616757  -7.429678  720  0  135  480  0  0  105  0
3.616757  -7.429680  720  0  135  480  0  0  105  0
3.616757  -7.429696  720  0  135  480  0  0  105  0
3.616757  -7.429698  720  0  135  480  0  0  105  0
3.616757  -7.429713  720  0  135  480  0  0  105  0
3.616757  -7.429715  720  0  135  480  0  0  105  0
3.616757  -7.429730  720  0  135  480  0  0  105  0
3.616757  -7.429732  720  0  135  480  0  0  105  0
3.616757  -7.429747  720  0  135  480  0  0  105  0
3.616757  -7.429749  720  0  135  480  0  0  105  0
3.616757  -7.429764  720  0  135  480  0  0  105  0
3.616757  -7.429767  720  0  135  480  0  0  105  0
3.616757  -7.429780  720  0  135  480  0  0  105  0
3.616757  -7.429783  720  0  135  480  0  0  105  0
3.616757  -7.429796  720  0  135  480  0  0  105  0
3.616757  -7.429802  720  0  135  480  0  0  105  0
3.616757  -7.429816  720  0  135  480  0  0  105  0
3.616757  -7.429822  720  0  135  480  0  0  105  0
3.616757  -7.429837  720  0  135  480  0  0  105  0
3.616757  -7.429842  720  0  135  480  0  0  105  0
3.616757  -7.429855  720  0  135  480  0  0  105  0
3.616757  -7.429860  720  0  135  480  0  0  105  0
3.616757  -7.429875  720  0  135  480  0  0  105  0
3.616757  -7.429878  720  0  135  480  0  0  105  0
3.616757  -7.429893  720  0  135  480  0  0  105  0
3.616757  -7.429895  720  0  135  480  0  0  105  0
3.616757  -7.429912  720  0  135  480  0  0  105  0
3.616757  -7.429915  720  0  135  480  0  0  105  0
3.616757  -7.429927  720  0  135  480  0  0  105  0
3.616757  -7.429939  720  0  135  480  0  0  105  0
3.616757  -7.429953  720  0  135  480  0  0  105  0
3.616757  -7.429960  720  0  135  480  0  0  105  0
3.616757  -7.429976  720  0  135  480  0  0  105  0
3.616757  -7.429981  720  0  135  480  0  0  105  0
3.616757  -7.429997  720  0  135  480  0  0  105  0
3.616757  -7.430001  720  0  135  480  0  0  105  0
3.616757  -7.430014  720  0  135  480  0  0  105  0
3.616757  -7.430020  720  0  135  480  0  0  105  0
3.616757  -7.430035  720  0  135  480  0  0  105  0
3.616757  -7.430039  720  0  135  480  0  0  105  0
3.616757  -7.430053  720  0  135  480  0  0  105  0
3.616757  -7.430056  720  0  135  480  0  0  105  0
3.616757  -7.430069  720  0  135  480  0  0  105  0
3.616757  -7.430071  720  0  135  480  0  0  105  0
3.616757  -7.430082  720  0  135  480  0  0  105  0
3.616757  -7.430088  720  0  135  480  0  0  105  0
3.616757  -7.430102  720  0  135  480  0  0  105  0
3.616757  -7.430105  720  0  135  480  0  0  105  0
3.616757  -7.430118  720  0  135  480  0  0  105  0
3.616757  -7.430119  720  0  135  480  0  0  105  0
3.616757  -7.430131  720  0  135  480  0  0  105  0
3.616757  -7.430132  720  0  135  480  0  0  105  0
3.616757  -7.430144  720  0  135  480  0  0  105  0
3.616757  -7.430145  720  0  135  480  0  0  105  0
3.616757  -7.430155  720  0  135  480  0  0  105  0
3.616757  -7.430156  720  0  135  480  0  0  105  0
3.616757  -7.430165  720  0  135  480  0  0  105  0
3.616757  -7.430166  720  0  135  480  0  0  105  0
3.616757  -7.430174  720  0  135  480  0  0  105  0
3.616757  -7.430175  720  0  135  480  0  0  105  0
3.616757  -7.430183  720  0  135  480  0  0  105  0
3.616757  -7.430184  720  0  135  480  0  0  105  0
3.616757  -7.430191  720  0  135  480  0  0  105  0
3.616757  -7.430192  720  0  135  480  0  0  105  0
3.616757  -7.430199  720  0  135  480  0  0  105  0
3.616757  -7.430199  720  0  135  480  0  0  105  0
3.616757  -7.430206  720  0  135  480  0  0  105  0
3.616757  -7.430206  720  0  135  480  0  0  105  0
3.616757  -7.430211  720  0  135  480  0  0  105  0
3.616757  -7.430212  720  0  135  480  0  0  105  0
3.616757  -7.430217  720  0  135  480  0  0  105  0
3.616757  -7.430217  720  0  135  480  0  0  105  0
3.616757  -7.430222  720  0  135  480  0  0  105  0
3.616757  -7.430222  720  0  135  480  0  0  105  0
3.616757  -7.430226  720  0  135  480  0  0  105  0
3.616757  -7.430226  720  0  135  480  0  0  105  0
3.616757  -7.430229  720  0  135  480  0  0  105  0
3.616757  -7.430229  720  0  135  480  0  0  105  0
3.616757  -7.430233  720  0  135  480  0  0  105  0
3.616757  -7.430233  720  0  135  480  0  0  105  0
3.616757  -7.430236  720  0  135  480  0  0  105  0
3.616757  -7.430236  720  0  135  480  0  0  105  0
3.616757  -7.430238  720  0  135  480  0  0  105  0
3.616757  -7.430239  720  0  135  480  0  0  105  0
3.616757  -7.430241  720  0  135  480  0  0  105  0
3.616757  -7.430241  720  0  135  480  0  0  105  0
3.616757  -7.430244  720  0  135  480  0  0  105  0
3.616757  -7.430244  720  0  135  480  0  0  105  0
3.616757  -7.430246  720  0  135  480  0  0  105  0
3.616757  -7.430246  720  0  135  480  0  0  105  0
3.616757  -7.430249  720  0  135  480  0  0  105  0
3.616757  -7.430249  720  0  135  480  0  0  105  0
3.616757  -7.430251  720  0  135  480  0  0  105  0
3.616757  -7.430251  720  0  135  480  0  0  105  0
3.616757  -7.430253  720  0  135  480  0  0  105  0
2.844677  -7.364781  720  0  135  480  0  0  105  0
2.844677  -7.386248  720  0  135  480  0  0  105  0
2.844677  -7.390101  720  0  135  480  0  0  105  0
2.844677  -7.400866  720  0  135  480  0  0  105  0
2.844677  -7.402658  720  0  135  480  0  0  105  0
2.844677  -7.406990  720  0  135  480  0  0  105  0
2.844677  -7.407584  720  0  135  480  0  0  105  0
2.844677  -7.410173  720  0  135  480  0  0  105  0
2.844677  -7.410879  720  0  135  480  0  0  105  0
2.844677  -7.413046  720  0  135  480  0  0  105  0
2.844677  -7.413568  720  0  135  480  0  0  105  0
2.844677  -7.415107  720  0  135  480  0  0  105  0
2.844677  -7.415328  720  0  135  480  0  0  105  0
2.844677  -7.416679  720  0  135  480  0  0  105  0
2.844677  -7.416818  720  0  135  480  0  0  105  0
2.844677  -7.417959  720  0  135  480  0  0  105  0
2.844677  -7.418057  720  0  135  480  0  0  105  0
2.844677  -7.419030  720  0  135  480  0  0  105  0
2.844677  -7.419064  720  0  135  480  0  0  105  0
2.844677  -7.419921  720  0  135  480  0  0  105  0
2.844677  -7.419960  720  0  135  480  0  0  105  0
2.844677  -7.420677  720  0  135  480  0  0  105  0
2.844677  -7.420685  720  0  135  480  0  0  105  0
2.844677  -7.421297  720  0  135  480  0  0  105  0
2.844677  -7.421301  720  0  135  480  0  0  105  0
2.844677  -7.421819  720  0  135  480  0  0  105  0
2.844677  -7.421828  720  0  135  480  0  0  105  0
2.844677  -7.422272  720  0  135  480  0  0  105  0
2.844677  -7.422273  720  0  135  480  0  0  105  0
2.844677  -7.422660  720  0  135  480  0  0  105  0
2.844677  -7.422663  720  0  135  480  0  0  105  0
2.844677  -7.423010  720  0  135  480  0  0  105  0
2.844677  -7.423012  720  0  135  480  0  0  105  0
2.844677  -7.423308  720  0  135  480  0  0  105  0
2.844677  -7.423312  720  0  135  480  0  0  105  0
2.844677  -7.423589  720  0  135  480  0  0  105  0
2.844677  -7.423593  720  0  135  480  0  0  105  0
2.844677  -7.423824  720  0  135  480  0  0  105  0
2.844677  -7.423824  720  0  135  480  0  0  105  0
2.844677  -7.424023  720  0  135  480  0  0  105  0
2.844677  -7.424023  720  0  135  480  0  0  105  0
2.844677  -7.424206  720  0  135  480  0  0  105  0
2.844677  -7.424206  720  0  135  480  0  0  105  0
2.844677  -7.424355  720  0  135  480  0  0  105  0
2.844677  -7.424355  720  0  135  480  0  0  105  0
2.844677  -7.424489  720  0  135  480  0  0  105  0
2.844677  -7.424490  720  0  135  480  0  0  105  0
2.844677  -7.424611  720  0  135  480  0  0  105  0
2.844677  -7.424611  720  0  135  480  0  0  105  0
2.844677  -7.424714  720  0  135  480  0  0  105  0
2.844677  -7.424714  720  0  135  480  0  0  105  0
2.844677  -7.424811  720  0  135  480  0  0  105  0
2.844677  -7.424811  720  0  135  480  0  0  105  0
2.844677  -7.424904  720  0  135  480  0  0  105  0
2.844677  -7.424905  720  0  135  480  0  0  105  0
2.844677  -7.424996  720  0  135  480  0  0  105  0
2.844677  -7.424997  720  0  135  480  0  0  105  0
2.844677  -7.425087  720  0  135  480  0  0  105  0
2.844677  -7.425090  720  0  135  480  0  0  105  0
2.844677  -7.425172  720  0  135  480  0  0  105  0
2.844677  -7.425172  720  0  135  480  0  0  105  0
2.844677  -7.425256  720  0  135  480  0  0  105  0
2.844677  -7.425258  720  0  135  480  0  0  105  0
2.844677  -7.425344  720  0  135  480  0  0  105  0
2.844677  -7.425350  720  0  135  480  0  0  105  0
2.844677  -7.425435  720  0  135  480  0  0  105  0
2.844677  -7.425441  720  0  135  480  0  0  105  0
2.844677  -7.425522  720  0  135  480  0  0  105  0
2.844677  -7.425526  720  0  135  480  0  0  105  0
2.844677  -7.425602  720  0  135  480  0  0  105  0
2.844677  -7.425603  720  0  135  480  0  0  105  0
2.844677  -7.425671  720  0  135  480  0  0  105  0
2.844677  -7.425672  720  0  135  480  0  0  105  0
2.844677  -7.425738  720  0  135  480  0  0  105  0
2.844677  -7.425739  720  0  135  480  0  0  105  0
2.844677  -7.425799  720  0  135  480  0  0  105  0
2.844677  -7.425800  720  0  135  480  0  0  105  0
2.844677  -7.425854  720  0  135  480  0  0  105  0
2.844677  -7.425854  720  0  135  480  0  0  105  0
2.844677  -7.425905  720  0  135  480  0  0  105  0
2.844677  -7.425905  720  0  135  480  0  0  105  0
2.844677  -7.425953  720  0  135  480  0  0  105  0
2.844677  -7.425953  720  0  135  480  0  0  105  0
2.844677  -7.425997  720  0  135  480  0  0  105  0
2.844677  -7.425997  720  0  135  480  0  0  105  0
2.844677  -7.426036  720  0  135  480  0  0  105  0
2.844677  -7.426036  720  0  135  480  0  0  105  0
2.844677  -7.426075  720  0  135  480  0  0  105  0
2.844677  -7.426075  720  0  135  480  0  0  105  0
2.844677  -7.426111  720  0  135  480  0  0  105  0
2.844677  -7.426111  720  0  135  480  0  0  105  0
2.844677  -7.426145  720  0  135  480  0  0  105  0
2.844677  -7.426145  720  0  135  480  0  0  105  0
2.844677  -7.426178  720  0  135  480  0  0  105  0
2.844677  -7.426178  720  0  135  480  0  0  105  0
2.844677  -7.426212  720  0  135  480  0  0  105  0
2.844677  -7.426213  720  0  135  480  0  0  105  0
2.844677  -7.426248  720  0  135  480  0  0  105  0
2.844677  -7.426250  720  0  135  480  0  0  105  0
2.844677  -7.426283  720  0  135  480  0  0  105  0
2.844677  -7.426286  720  0  135  480  0  0  105  0
2.844677  -7.426320  720  0  135  480  0  0  105  0
2.844677  -7.426324  720  0  135  480  0  0  105  0
2.844677  -7.426359  720  0  135  480  0  0  105  0
2.844677  -7.426370  720  0  135  480  0  0  105  0
2.844677  -7.426414  720  0  135  480  0  0  105  0
2.844677  -7.426428  720  0  135  480  0  0  105  0
2.844677  -7.426462  720  0  135  480  0  0  105  0
2.844677  -7.426522  720  0  135  480  0  0  105  0
2.844677  -7.426593  720  0  135  480  0  0  105  0
2.844677  -7.426670  720  0  135  480  0  0  105  0
2.844677  -7.426725  720  0  135  480  0  0  105  0
2.844677  -7.426748  720  0  135  480  0  0  105  0
2.844677  -7.426792  720  0  135  480  0  0  105  0
2.844677  -7.426826  720  0  135  480  0  0  105  0
2.844677  -7.426864  720  0  135  480  0  0  105  0
2.844677  -7.426926  720  0  135  480  0  0  105  0
2.844677  -7.426972  720  0  135  480  0  0  105  0
2.844677  -7.427018  720  0  135  480  0  0  105  0
2.844677  -7.427047  720  0  135  480  0  0  105  0
2.844677  -7.427099  720  0  135  480  0  0  105  0
2.844677  -7.427046  720  0  135  480  0  0  105  0
2.844677  -7.427105  720  0  135  480  0  0  105  0
2.844677  -7.427162  720  0  135  480  0  0  105  0
2.844677  -7.427198  720  0  135  480  0  0  105  0
2.844677  -7.427249  720  0  135  480  0  0  105  0
2.844677  -7.427268  720  0  135  480  0  0  105  0
2.844677  -7.427317  720  0  135  480  0  0  105  0
2.844677  -7.427361  720  0  135  480  0  0  105  0
2.844677  -7.427419  720  0  135  480  0  0  105  0
2.844677  -7.427448  720  0  135  480  0  0  105  0
2.844677  -7.427507  720  0  135  480  0  0  105  0
2.844677  -7.427517  720  0  135  480  0  0  105  0
2.844677  -7.427576  720  0  135  480  0  0  105  0
2.844677  -7.427585  720  0  135  480  0  0  105  0
2.844677  -7.427643  720  0  135  480  0  0  105  0
2.844677  -7.427652  720  0  135  480  0  0  105  0
2.844677  -7.427708  720  0  135  480  0  0  105  0
2.844677  -7.427714  720  0  135  480  0  0  105  0
2.844677  -7.427764  720  0  135  480  0  0  105  0
2.844677  -7.427769  720  0  135  480  0  0  105  0
2.844677  -7.427815  720  0  135  480  0  0  105  0
2.844677  -7.427819  720  0  135  480  0  0  105  0
2.844677  -7.427861  720  0  135  480  0  0  105  0
2.844677  -7.427863  720  0  135  480  0  0  105  0
2.844677  -7.427905  720  0  135  480  0  0  105  0
2.844677  -7.427907  720  0  135  480  0  0  105  0
2.844677  -7.427945  720  0  135  480  0  0  105  0
2.844677  -7.427946  720  0  135  480  0  0  105  0
2.844677  -7.427979  720  0  135  480  0  0  105  0
2.844677  -7.427980  720  0  135  480  0  0  105  0
2.844677  -7.428010  720  0  135  480  0  0  105  0
2.844677  -7.428011  720  0  135  480  0  0  105  0
2.844677  -7.428040  720  0  135  480  0  0  105  0
2.844677  -7.428041  720  0  135  480  0  0  105  0
2.844677  -7.428068  720  0  135  480  0  0  105  0
2.844677  -7.428069  720  0  135  480  0  0  105  0
2.844677  -7.428092  720  0  135  480  0  0  105  0
2.844677  -7.428093  720  0  135  480  0  0  105  0
2.844677  -7.428115  720  0  135  480  0  0  105  0
2.844677  -7.428115  720  0  135  480  0  0  105  0
2.844677  -7.428135  720  0  135  480  0  0  105  0
2.844677  -7.428135  720  0  135  480  0  0  105  0
2.844677  -7.428153  720  0  135  480  0  0  105  0
2.844677  -7.428153  720  0  135  480  0  0  105  0
2.844677  -7.428171  720  0  135  480  0  0  105  0
2.844677  -7.428171  720  0  135  480  0  0  105  0
2.844677  -7.428188  720  0  135  480  0  0  105  0
2.844677  -7.428188  720  0  135  480  0  0  105  0
2.844677  -7.428203  720  0  135  480  0  0  105  0
2.844677  -7.428203  720  0  135  480  0  0  105  0
2.844677  -7.428217  720  0  135  480  0  0  105  0
2.844677  -7.428218  720  0  135  480  0  0  105  0
2.844677  -7.428231  720  0  135  480  0  0  105  0
2.844677  -7.428231  720  0  135  480  0  0  105  0
2.844677  -7.428241  720  0  135  480  0  0  105  0
2.844677  -7.428241  720  0  135  480  0  0  105  0
2.844677  -7.428249  720  0  135  480  0  0  105  0
2.844677  -7.428249  720  0  135  480  0  0  105  0
2.844677  -7.428258  720  0  135  480  0  0  105  0
2.844677  -7.428258  720  0  135  480  0  0  105  0
2.844677  -7.428266  720  0  135  480  0  0  105  0
2.844677  -7.428266  720  0  135  480  0  0  105  0
2.844677  -7.428272  720  0  135  480  0  0  105  0
2.844677  -7.428272  720  0  135  480  0  0  105  0
2.844677  -7.428278  720  0  135  480  0  0  105  0
2.844677  -7.428278  720  0  135  480  0  0  105  0
2.844677  -7.428284  720  0  135  480  0  0  105  0
2.844677  -7.428284  720  0  135  480  0  0  105  0
2.844677  -7.428288  720  0  135  480  0  0  105  0
2.844677  -7.428288  720  0  135  480  0  0  105  0
2.844677  -7.428292  720  0  135  480  0  0  105  0
2.844677  -7.428292  720  0  135  480  0  0  105  0
2.844677  -7.428295  720  0  135  480  0  0  105  0
2.844677  -7.428295  720  0  135  480  0  0  105  0
2.844677  -7.428298  720  0  135  480  0  0  105  0
2.844677  -7.428298  720  0  135  480  0  0  105  0
2.844677  -7.428301  720  0  135  480  0  0  105  0
2.844677  -7.428301  720  0  135  480  0  0  105  0
2.844677  -7.428304  720  0  135  480  0  0  105  0
2.844677  -7.428304  720  0  135  480  0  0  105  0
2.844677  -7.428306  720  0  135  480  0  0  105  0
2.844677  -7.428306  720  0  135  480  0  0  105  0
2.844677  -7.428308  720  0  135  480  0  0  105  0
2.844677  -7.428308  720  0  135  480  0  0  105  0
2.844677  -7.428309  720  0  135  480  0  0  105  0
2.844677  -7.428309  720  0  135  480  0  0  105  0
2.844677  -7.428311  720  0  135  480  0  0  105  0
2.844677  -7.428311  720  0  135  480  0  0  105  0
2.844677  -7.428312  720  0  135  480  0  0  105  0
2.844677  -7.428312  720  0  135  480  0  0  105  0
2.844677  -7.428314  720  0  135  480  0  0  105  0
2.764172  -7.322157  720  0  135  480  0  0  105  0
2.764172  -7.353246  720  0  135  480  0  0  105  0
2.764172  -7.359906  720  0  135  480  0  0  105  0
2.764172  -7.375226  720  0  135  480  0  0  105  0
2.764172  -7.378212  720  0  135  480  0  0  105  0
2.764172  -7.384751  720  0  135  480  0  0  105  0
2.764172  -7.385714  720  0  135  480  0  0  105  0
2.764172  -7.389567  720  0  135  480  0  0  105  0
2.764172  -7.390535  720  0  135  480  0  0  105  0
2.764172  -7.393695  720  0  135  480  0  0  105  0
2.764172  -7.394643  720  0  135  480  0  0  105  0
2.764172  -7.396969  720  0  135  480  0  0  105  0
2.764172  -7.397240  720  0  135  480  0  0  105  0
2.764172  -7.399241  720  0  135  480  0  0  105  0
2.764172  -7.399518  720  0  135  480  0  0  105  0
2.764172  -7.401275  720  0  135  480  0  0  105  0
2.764172  -7.401419  720  0  135  480  0  0  105  0
2.764172  -7.402955  720  0  135  480  0  0  105  0
