arm,refine_sigma,target_de,achieved_de,epa_mace,ok,dmin,natoms,fmace_rms,file
g2_min1,0.001,0.056,0.03102577922923544,-6.364236135639469,1,1.637044314632129,360,0.7402187951110081,out/g2_min1/dE0.056/r1/GeO_Ge120O240_d3p65_En6p36_20260816n220829_final.vasp
g2_min1,0.001,0.058,0.01478433888921682,-6.380477575979488,1,1.6830482916956924,360,0.568455391750864,out/g2_min1/dE0.058/r0/GeO_Ge120O240_d3p65_En6p36_20260816n220831_final.vasp
g2_min1,0.001,0.058,0.035232333623356205,-6.360029581245349,1,1.6201945223300707,360,0.7308118551682503,out/g2_min1/dE0.058/r1/GeO_Ge120O240_d3p65_En6p36_20260816n221121_final.vasp
g2_min1,0.001,0.06,0.02543164734707659,-6.369830267521628,1,1.6961174165612014,360,0.6377689063418268,out/g2_min1/dE0.060/r0/GeO_Ge120O240_d3p65_En6p35_20260816n220954_final.vasp
g2_min1,0.001,0.06,0.03636586646533413,-6.358896048403371,1,1.6655785274430943,360,0.68495102933466,out/g2_min1/dE0.060/r1/GeO_Ge120O240_d3p65_En6p35_20260816n220956_final.vasp
g2_min1,0.001,0.062,0.028502458917079032,-6.366759455951626,1,1.691786173434688,360,0.6414402542878919,out/g2_min1/dE0.062/r0/GeO_Ge120O240_d3p65_En6p35_20260816n221247_final.vasp
g2_min1,0.001,0.062,0.04215836269022688,-6.353103552178478,1,1.6869408144193219,360,0.6666266448810833,out/g2_min1/dE0.062/r1/GeO_Ge120O240_d3p65_En6p35_20260816n221119_final.vasp
g2_min1,0.001,0.064,0.024220374795749677,-6.371041540072955,1,1.6477543666579995,360,0.6479211291630018,out/g2_min1/dE0.064/r0/GeO_Ge120O240_d3p65_En6p35_20260816n221121_final.vasp
g2_min1,0.001,0.064,0.028592587921650647,-6.366669326947054,1,1.6926571099162646,360,0.6901834539255284,out/g2_min1/dE0.064/r1/GeO_Ge120O240_d3p65_En6p35_20260816n221414_final.vasp
g2_min1,0.001,0.066,0.03133965254622062,-6.363922262322484,1,1.6677441484137459,360,0.6695016701719864,out/g2_min1/dE0.066/r0/GeO_Ge120O240_d3p65_En6p35_20260816n221244_final.vasp
g2_min1,0.001,0.066,0.028945012481624843,-6.36631690238708,1,1.6865469640325708,360,0.6632336953869703,out/g2_min1/dE0.066/r1/GeO_Ge120O240_d3p65_En6p35_20260816n221246_final.vasp
g2_min1,0.001,0.068,0.01655969819888714,-6.378702216669818,1,1.689803996999024,360,0.6674405432600439,out/g2_min1/dE0.068/r0/GeO_Ge120O240_d3p65_En6p35_20260816n221541_final.vasp
g2_min1,0.001,0.068,0.02900874220504779,-6.366253172663657,1,1.6736191444634227,360,0.635232345403166,out/g2_min1/dE0.068/r1/GeO_Ge120O240_d3p65_En6p35_20260816n221409_final.vasp
g2_min1,0.001,0.07,0.02713244912871282,-6.368129465739992,1,1.677397077057289,360,0.6817606770405763,out/g2_min1/dE0.070/r0/GeO_Ge120O240_d3p65_En6p34_20260816n221412_final.vasp
g2_min1,0.001,0.07,0.03846090775528932,-6.356801007113416,1,1.6710092321482948,360,0.6822520763569339,out/g2_min1/dE0.070/r1/GeO_Ge120O240_d3p65_En6p34_20260816n221707_final.vasp
g2_min1,0.001,0.072,0.027743117396330064,-6.367518797472375,1,1.6922283323404215,360,0.6447229228161107,out/g2_min1/dE0.072/r0/GeO_Ge120O240_d3p65_En6p34_20260816n221534_final.vasp
g2_min1,0.001,0.072,0.03067663055757386,-6.364585284311131,1,1.7056499984234825,360,0.6919300560531862,out/g2_min1/dE0.072/r1/GeO_Ge120O240_d3p65_En6p34_20260816n221537_final.vasp
g2_min1,0.001,0.074,0.02951963558973425,-6.365742279278971,1,1.6686292597317083,360,0.7123244188273956,out/g2_min1/dE0.074/r0/GeO_Ge120O240_d3p65_En6p34_20260816n221835_final.vasp
g2_min1,0.001,0.074,0.027974502113181643,-6.367287412755523,1,1.6682267223217957,360,0.7131041980575564,out/g2_min1/dE0.074/r1/GeO_Ge120O240_d3p65_En6p34_20260816n221659_final.vasp
g2_min1,0.001,0.076,0.025957778349681604,-6.369304136519023,1,1.6893590182848441,360,0.7221140585921003,out/g2_min1/dE0.076/r0/GeO_Ge120O240_d3p65_En6p34_20260816n221702_final.vasp
g2_min1,0.001,0.076,0.03547194868193593,-6.359789966186769,1,1.681157626819266,360,0.7241113386085546,out/g2_min1/dE0.076/r1/GeO_Ge120O240_d3p65_En6p34_20260816n222001_final.vasp
g2_min1,0.001,0.078,0.036762390475731266,-6.358499524392974,1,1.6880353468178093,360,0.7228405887209705,out/g2_min1/dE0.078/r0/GeO_Ge120O240_d3p65_En6p34_20260816n221824_final.vasp
g2_min1,0.001,0.078,0.030898252039399665,-6.364363662829305,1,1.6540633778858824,360,0.7222089913219781,out/g2_min1/dE0.078/r1/GeO_Ge120O240_d3p65_En6p34_20260816n221827_final.vasp
g2_min1,0.001,0.08,0.025765590423068474,-6.369496324445636,1,1.6769586615238214,360,0.7151435477488679,out/g2_min1/dE0.080/r0/GeO_Ge120O240_d3p65_En6p33_20260816n222128_final.vasp
g2_min1,0.001,0.08,0.02939932091143138,-6.3658625939572735,1,1.689737230388173,360,0.6809645194879164,out/g2_min1/dE0.080/r1/GeO_Ge120O240_d3p65_En6p33_20260816n221949_final.vasp
g2_min1,0.001,0.082,0.04636451912988271,-6.348897395738822,1,1.6809032900180292,360,0.7829817407913802,out/g2_min1/dE0.082/r0/GeO_Ge120O240_d3p65_En6p33_20260816n221952_final.vasp
g2_min1,0.001,0.082,0.020396670220006463,-6.374865244648698,1,1.6827042802449657,360,0.6887680669754752,out/g2_min1/dE0.082/r1/GeO_Ge120O240_d3p65_En6p33_20260816n222257_final.vasp
g2_min1,0.001,0.084,0.018596840927596503,-6.376665073941108,1,1.7032880469737102,360,0.7140896396521178,out/g2_min1/dE0.084/r0/GeO_Ge120O240_d3p65_En6p33_20260816n222114_final.vasp
g2_min1,0.001,0.084,0.03707109923743168,-6.358190815631273,1,1.6306142465832882,360,0.7379143412163308,out/g2_min1/dE0.084/r1/GeO_Ge120O240_d3p65_En6p33_20260816n222118_final.vasp
g2_min1,0.001,0.086,0.035654866255446116,-6.359607048613259,1,1.6923894615641253,360,0.6936611743943124,out/g2_min1/dE0.086/r0/GeO_Ge120O240_d3p65_En6p33_20260816n222423_final.vasp
g2_min1,0.001,0.086,0.02700004266282452,-6.36826187220588,1,1.7047813239409941,360,0.7326096656255916,out/g2_min1/dE0.086/r1/GeO_Ge120O240_d3p65_En6p33_20260816n222239_final.vasp
g2_min1,0.001,0.088,0.019038048103121596,-6.376223866765583,1,1.6906949104803233,360,0.6446534964637203,out/g2_min1/dE0.088/r0/GeO_Ge120O240_d3p65_En6p33_20260816n222243_final.vasp
g2_min1,0.001,0.088,0.025179436792895693,-6.370082478075809,1,1.6848742742053964,360,0.7471510272880312,out/g2_min1/dE0.088/r1/GeO_Ge120O240_d3p65_En6p33_20260816n222550_final.vasp
g2_min1,0.001,0.09,0.03373871130100081,-6.361523203567704,1,1.6864860205297187,360,0.7617197063612612,out/g2_min1/dE0.090/r0/GeO_Ge120O240_d3p65_En6p32_20260816n222404_final.vasp
g2_min1,0.001,0.09,0.03245663020205303,-6.362805284666652,1,1.6904962029859192,360,0.7154222957237071,out/g2_min1/dE0.090/r1/GeO_Ge120O240_d3p65_En6p32_20260816n222408_final.vasp
g2_min1,0.001,0.092,0.03740351242321438,-6.3578584024454905,1,1.7077305259815523,360,0.6923755792032229,out/g2_min1/dE0.092/r0/GeO_Ge120O240_d3p65_En6p32_20260816n222717_final.vasp
g2_min1,0.001,0.092,0.03955955563372804,-6.355702359234977,1,1.6933244383612394,360,0.8287091336504914,out/g2_min1/dE0.092/r1/GeO_Ge120O240_d3p65_En6p32_20260816n222529_final.vasp
g2_min1,0.001,0.094,0.03215361844495135,-6.3631082964237535,1,1.695729196509447,360,0.7194387050929617,out/g2_min1/dE0.094/r0/GeO_Ge120O240_d3p65_En6p32_20260816n222533_final.vasp
g2_min1,0.001,0.094,0.04667796738018648,-6.348583947488518,1,1.6465725177676758,360,0.8008910954457333,out/g2_min1/dE0.094/r1/GeO_Ge120O240_d3p65_En6p32_20260816n222844_final.vasp
g2_min1,0.001,0.096,0.04120180765132364,-6.354060107217381,1,1.6701102865083395,360,0.7848139948019363,out/g2_min1/dE0.096/r0/GeO_Ge120O240_d3p65_En6p32_20260816n222654_final.vasp
g2_min1,0.001,0.096,0.039289424840925236,-6.35597249002778,1,1.680737933539905,360,0.7994701115174119,out/g2_min1/dE0.096/r1/GeO_Ge120O240_d3p65_En6p32_20260816n222658_final.vasp
g2_min1,0.001,0.098,0.041742526618569364,-6.3535193882501355,1,1.6829476687774294,360,0.8191608209978504,out/g2_min1/dE0.098/r0/GeO_Ge120O240_d3p65_En6p32_20260816n223011_final.vasp
g2_min1,0.001,0.098,0.030204967932499827,-6.365056946936205,1,1.6605968654930507,360,0.7239255664688692,out/g2_min1/dE0.098/r1/GeO_Ge120O240_d3p65_En6p32_20260816n222819_final.vasp
g2_min1,0.001,0.1,0.033268766562736474,-6.361993148305968,1,1.6810142998881579,360,0.7194426901209008,out/g2_min1/dE0.100/r0/GeO_Ge120O240_d3p65_En6p31_20260816n222823_final.vasp
g2_min1,0.001,0.1,0.03980728265976019,-6.355454632208945,1,1.6954995001181628,360,0.7682589558077019,out/g2_min1/dE0.100/r1/GeO_Ge120O240_d3p65_En6p31_20260816n223137_final.vasp
g5_edm,0.02,0.0,0.008375262508152126,-6.386886652360553,1,1.711029738775648,360,0.22171622050948883,out/g5_edm/dE0.000/r0/GeO_Ge120O240_d3p65_En6p41_20260816n232833_final.vasp
g5_edm,0.02,0.0,0.016092746746766196,-6.379169168121939,1,1.6916911328349038,360,0.24148251883065766,out/g5_edm/dE0.000/r1/GeO_Ge120O240_d3p65_En6p41_20260816n232832_final.vasp
g5_edm,0.02,0.002,0.009347403995390025,-6.385914510873315,1,1.71132350919441,360,0.21549713039121945,out/g5_edm/dE0.002/r0/GeO_Ge120O240_d3p65_En6p41_20260816n232832_final.vasp
g5_edm,0.02,0.002,0.012336951192759571,-6.382924963675945,1,1.7144633082101732,360,0.22990257154391092,out/g5_edm/dE0.002/r1/GeO_Ge120O240_d3p65_En6p41_20260816n233002_final.vasp
g5_edm,0.02,0.004,0.007902765201574624,-6.38735914966713,1,1.6946423752822013,360,0.23063393057287382,out/g5_edm/dE0.004/r0/GeO_Ge120O240_d3p65_En6p41_20260816n233001_final.vasp
g5_edm,0.02,0.004,0.020196764443901394,-6.3750651504248035,1,1.6962874093909674,360,0.23462570244013092,out/g5_edm/dE0.004/r1/GeO_Ge120O240_d3p65_En6p41_20260816n233003_final.vasp
g5_edm,0.02,0.006,0.016359412335615886,-6.378902502533089,1,1.707576751006986,360,0.23777424451199927,out/g5_edm/dE0.006/r0/GeO_Ge120O240_d3p65_En6p41_20260816n233132_final.vasp
g5_edm,0.02,0.006,0.016282062125873686,-6.378979852742831,1,1.7022234206370659,360,0.24602881689029144,out/g5_edm/dE0.006/r1/GeO_Ge120O240_d3p65_En6p41_20260816n233129_final.vasp
g5_edm,0.02,0.008,0.01259934377153904,-6.382662571097166,1,1.6990469809018296,360,0.23451299114706115,out/g5_edm/dE0.008/r0/GeO_Ge120O240_d3p65_En6p41_20260816n233136_final.vasp
g5_edm,0.02,0.008,0.013940130010721141,-6.381321784857984,1,1.7118877869710964,360,0.24368803746633946,out/g5_edm/dE0.008/r1/GeO_Ge120O240_d3p65_En6p41_20260816n233301_final.vasp
g5_edm,0.02,0.01,0.011522212514451624,-6.383739702354253,1,1.70015715891936,360,0.20188735408202219,out/g5_edm/dE0.010/r0/GeO_Ge120O240_d3p65_En6p40_20260816n233259_final.vasp
g5_edm,0.02,0.01,0.011116766964927471,-6.384145147903777,1,1.7044287813748533,360,0.21503505950609877,out/g5_edm/dE0.010/r1/GeO_Ge120O240_d3p65_En6p40_20260816n233308_final.vasp
g5_edm,0.02,0.012,0.008104542073773757,-6.387157372794931,1,1.7096168615212646,360,0.21464576664613905,out/g5_edm/dE0.012/r0/GeO_Ge120O240_d3p65_En6p40_20260816n233430_final.vasp
g5_edm,0.02,0.012,0.005831598378025937,-6.389430316490679,1,1.7201633606648428,360,0.21946029084155189,out/g5_edm/dE0.012/r1/GeO_Ge120O240_d3p65_En6p40_20260816n233429_final.vasp
g5_edm,0.02,0.014,0.01706540842558013,-6.378196506443125,1,1.682353033960489,360,0.26216393580658515,out/g5_edm/dE0.014/r0/GeO_Ge120O240_d3p65_En6p40_20260816n233440_final.vasp
g5_edm,0.02,0.014,0.006361655913506681,-6.388900258955198,1,1.7058494133521527,360,0.20522850603654416,out/g5_edm/dE0.014/r1/GeO_Ge120O240_d3p65_En6p40_20260816n233600_final.vasp
g5_edm,0.02,0.016,0.018147690012459528,-6.377114224856245,1,1.7002818804948512,360,0.2249075095542207,out/g5_edm/dE0.016/r0/GeO_Ge120O240_d3p65_En6p40_20260816n233558_final.vasp
g5_edm,0.02,0.016,0.01870639918310424,-6.376555515685601,1,1.7105283644779112,360,0.2294218947039185,out/g5_edm/dE0.016/r1/GeO_Ge120O240_d3p65_En6p40_20260816n233613_final.vasp
g5_edm,0.02,0.018,0.009518948545649053,-6.385742966323056,1,1.6878550696403174,360,0.2219021721491345,out/g5_edm/dE0.018/r0/GeO_Ge120O240_d3p65_En6p40_20260816n233729_final.vasp
g5_edm,0.02,0.018,0.02204355832749183,-6.373218356541213,1,1.6705513118081585,360,0.24464709094719514,out/g5_edm/dE0.018/r1/GeO_Ge120O240_d3p65_En6p40_20260816n233727_final.vasp
g5_edm,0.02,0.02,0.010835365081424797,-6.38442654978728,1,1.6988471436967527,360,0.21550934915309256,out/g5_edm/dE0.020/r0/GeO_Ge120O240_d3p65_En6p39_20260816n233745_final.vasp
g5_edm,0.02,0.02,0.01349636883486216,-6.381765546033843,1,1.6988710357293588,360,0.21867724700178937,out/g5_edm/dE0.020/r1/GeO_Ge120O240_d3p65_En6p39_20260816n233859_final.vasp
g5_edm,0.02,0.022,0.015039069745240496,-6.380222845123464,1,1.7018605052409093,360,0.23075229193177732,out/g5_edm/dE0.022/r0/GeO_Ge120O240_d3p65_En6p39_20260816n233856_final.vasp
g5_edm,0.02,0.022,0.017994827912164446,-6.37726708695654,1,1.7081862735651765,360,0.2547338083879101,out/g5_edm/dE0.022/r1/GeO_Ge120O240_d3p65_En6p39_20260816n233915_final.vasp
g5_edm,0.02,0.024,0.00961934764875405,-6.385642567219951,1,1.6800604900137377,360,0.2004759109228237,out/g5_edm/dE0.024/r0/GeO_Ge120O240_d3p65_En6p39_20260816n234029_final.vasp
g5_edm,0.02,0.024,0.011343458940030082,-6.383918455928675,1,1.7117941519390618,360,0.24081290889868512,out/g5_edm/dE0.024/r1/GeO_Ge120O240_d3p65_En6p39_20260816n234023_final.vasp
g5_edm,0.02,0.026,0.02056911909164505,-6.37469279577706,1,1.6762879427146007,360,0.25458217509013753,out/g5_edm/dE0.026/r0/GeO_Ge120O240_d3p65_En6p39_20260816n234048_final.vasp
g5_edm,0.02,0.026,0.01378974591346882,-6.381472168955236,1,1.6762398315717877,360,0.2389294973050126,out/g5_edm/dE0.026/r1/GeO_Ge120O240_d3p65_En6p39_20260816n234158_final.vasp
g5_edm,0.02,0.028,0.009934112732953082,-6.385327802135752,1,1.704479036380912,360,0.222406778298631,out/g5_edm/dE0.028/r0/GeO_Ge120O240_d3p65_En6p39_20260816n234151_final.vasp
